Constituency Name,ConstituencyName (PC all relatives.csv),District Name,DistrictName (PC all relatives.csv),Family ID,FamilyID (PC all relatives.csv),Father/Husband Name,Table Name,UID,States,States Str,Name,Name (PC all relatives.csv),Winning Candidate,Party,pc name,Political Role,PoliticalRole (PC all relatives.csv),Relation,Relation (PC all relatives.csv),Name1,UID(AC/PC all relatives),Relation(AC/PC),state,State Name,StateName (PC all relatives.csv),PoliticalRole(AC and PC),Type,UID (AC all recent relatives.csv),UID (PC all relatives.csv),Years Held,YearsHeld (PC all relatives.csv),YearsHeld(AC/PC),Age,Poll %,Total electors(AC/PC),Total Votes(AC/PC),electors,Margin,Margin %,No,Total Electors,Total Votes,turnout,votes,if Dynasty
,,,,,,MULAKH RAJ ARORA,AC_all_winning_cand.csv,HR2024AC13,Haryana,Haryana,Thanesar,,Ashok Kumar Arora,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,71,0.651,218846,142414,,3243,0.023,13,218846,142414,,,0
,,,,,,HARMOHINDER SINGH CHATHA,AC_all_winning_cand.csv,HR2024AC14,Haryana,Haryana,Pehowa,,Mandeep Chatha,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,51,0.684,187474,128296,,6553,0.051,14,187474,128296,,,0
,,,,,,MUNSHI RAM,AC_all_winning_cand.csv,HR2024AC15,Haryana,Haryana,Guhla,,Devender Hans,Indian National Congress,,,,,,,,,,,,,SC,,,,,,44,0.691,192700,133174,,22880,0.172,15,192700,133174,,,0
Hisar,,Hisar,,20,,JAI PARKASH,AC_all_winning_cand.csv,HR2024AC16,Haryana,Haryana,Kalayat,,Vikas Saharan,Indian National Congress,,"Member of Parliament (Hisar) and former Deputy Minister in Ministry of Petroleum and Chemicals (Chandra Shekhar ministry); Member of 9th, 11th, and 14th Lok Sabha",,Father,,Jai Parkash,HR2024AC16,Father,,Haryana,,"Member of Parliament (Hisar) and former Deputy Minister in Ministry of Petroleum and Chemicals (Chandra Shekhar ministry); Member of 9th, 11th, and 14th Lok Sabha",GEN,HR2024AC16,,"1989-1991 (MP, 9th Lok Sabha), 1996-1998 (MP, 11th Lok Sabha), 2004-2009 (MP, 14th Lok Sabha), 2019-2024 (MP, Hisar)",,"1989-1991 (MP, 9th Lok Sabha), 1996-1998 (MP, 11th Lok Sabha), 2004-2009 (MP, 14th Lok Sabha), 2019-2024 (MP, Hisar)",35,0.744,215126,160020,,13419,0.084,16,215126,160020,,,1
"Kaithal (MLA), Narwana (MLA), Haryana (Rajya Sabha MP)",,"Kaithal, Jind",,21,,RANDEEP SINGH SUREJEWALA,AC_all_winning_cand.csv,HR2024AC17,Haryana,Haryana,Kaithal,,Aditya Surjewala,Indian National Congress,,"Member of Parliament (Rajya Sabha), Cabinet Minister (Haryana), MLA (Kaithal, Haryana)",,Father,,Randeep Singh Surjewala,HR2024AC17,Father,,Haryana,,"Member of Parliament (Rajya Sabha), Cabinet Minister (Haryana), MLA (Kaithal, Haryana)",GEN,HR2024AC17,,"1996–present (various roles: MLA, Cabinet Minister 2005–2014, Rajya Sabha MP 2020–present)",,"1996–present (various roles: MLA, Cabinet Minister 2005–2014, Rajya Sabha MP 2020–present)",25,0.753,223447,168200,,8124,0.048,17,223447,168200,,,1
,,,,,,DHARAM SINGH,AC_all_winning_cand.csv,HR2024AC18,Haryana,Haryana,Pundri,,Satpal Jamba,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,44,0.703,193120,135745,,2197,0.016,18,193120,135745,,,0
,,,,,,VED PARKASH,AC_all_winning_cand.csv,HR2024AC19,Haryana,Haryana,Nilokheri,,Bhagwan Dass,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,55,0.634,234120,148493,,18845,0.127,19,234120,148493,,,0
,,,,,,BANARSI DASS,AC_all_winning_cand.csv,HR2024AC20,Haryana,Haryana,Indri,,Ram Kumar Kashyap,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,73,0.712,219216,156149,,15149,0.097,20,219216,156149,,,0
,,,,,,PREM NATH ANAND,AC_all_winning_cand.csv,HR2024AC21,Haryana,Haryana,Karnal,,Jagmohan Anand,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,54,0.562,266902,150017,,33652,0.224,21,266902,150017,,,0
Nilokheri,,Karnal,,27,,DEVI SINGH KALYAN,AC_all_winning_cand.csv,HR2024AC22,Haryana,Haryana,Gharaunda,,Harvinder Kalyan,Bharatiya Janta Party,,"Chairman, Haryana Agro Industries Corporation Ltd. (Contested MLA Nilokheri seat, Haryana, lost)",,Father,,Devi Singh Kalyan,HR2024AC22,Father,,Haryana,,"Chairman, Haryana Agro Industries Corporation Ltd. (Contested MLA Nilokheri seat, Haryana, lost)",GEN,HR2024AC22,,"Unknown (Chairman tenure, Contested Nilokheri seat year: Unknown)",,"Unknown (Chairman tenure, Contested Nilokheri seat year: Unknown)",57,0.717,242918,174282,,4531,0.026,22,242918,174282,,,1
,,,,,,JAI PAL SINGH,AC_all_winning_cand.csv,HR2024AC23,Haryana,Haryana,Assandh,,Yoginder Singh Rana,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,61,0.666,243402,161986,,2306,0.014,23,243402,161986,,,0
,,,,,,TARA CHAND,AC_all_winning_cand.csv,HR2024AC24,Haryana,Haryana,Panipat Rural,,Mahipal Dhanda,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,50,0.69,289817,199986,,50212,0.251,24,289817,199986,,,0
Panipat City,,Panipat,,32,,PRITHVI RAJ VIJ,AC_all_winning_cand.csv,HR2024AC25,Haryana,Haryana,Panipat City,,Parmod Kumar Vij,Bharatiya Janta Party,,Contested Haryana Assembly Elections; Former MLA,,Father,,Prithvi Raj Vij,HR2024AC25,Father,,Haryana,,Contested Haryana Assembly Elections; Former MLA,GEN,HR2024AC25,,Mentioned as active in the 1970s-1980s (exact years not listed in major public results but repeatedly cited as a prominent political rival of Shah family in Panipat),,Mentioned as active in the 1970s-1980s (exact years not listed in major public results but repeatedly cited as a prominent political rival of Shah family in Panipat),68,0.624,234148,146161,,35672,0.244,25,234148,146161,,,1
,,,,,,LAKHMI CHAND,AC_all_winning_cand.csv,HR2024AC26,Haryana,Haryana,Israna,,Krishan Lal Panwar,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,67,0.701,184454,129367,,13895,0.107,26,184454,129367,,,0
Unknown,,Unknown,,34,,KARTAR SINGH BHADANA,AC_all_winning_cand.csv,HR2024AC27,Haryana,Haryana,Samalkha,,Manmohan Bhadana,Bharatiya Janta Party,,"Cabinet Minister (without being MLA), Haryana (Devi Lal Govt); Former Minister",,Father,,Kartar Singh Bhadana,HR2024AC27,Father,,Haryana,,"Cabinet Minister (without being MLA), Haryana (Devi Lal Govt); Former Minister",GEN,HR2024AC27,,"Late 1980s (notably Devi Lal government), other periods unknown",,"Late 1980s (notably Devi Lal government), other periods unknown",43,0.729,230106,167700,,19315,0.115,27,230106,167700,,,1
Unknown,,Unknown,,37,,SATBIR SINGH,AC_all_winning_cand.csv,HR2024AC28,Haryana,Haryana,Ganaur,,Devender Kadyan,Independent,,"Speaker of Haryana Vidhan Sabha, INLD leader, and Chairman of IFFCO",,Father,,Satbir Singh Kadyan,HR2024AC28,Father,,Haryana,,"Speaker of Haryana Vidhan Sabha, INLD leader, and Chairman of IFFCO",GEN,HR2024AC28,,"Speaker (2000-2005), IFFCO Chairman during INLD government",,"Speaker (2000-2005), IFFCO Chairman during INLD government",44,0.721,195349,140808,,35209,0.25,28,195349,140808,,,1
"Rohtak (Lok Sabha), Haryana (Rajya Sabha)",,Rohtak,,41,,BALWAN SINGH GAHLAWAT,AC_all_winning_cand.csv,HR2024AC29,Haryana,Haryana,Rai,,Krishna Gahlawat,Bharatiya Janta Party,,"MP, Lok Sabha (Rohtak), Rajya Sabha MP",,Cousin-in-law,,Deepender Singh Hooda,HR2024AC29,Cousin-in-law,,Haryana,,"MP, Lok Sabha (Rohtak), Rajya Sabha MP",GEN,HR2024AC29,,Lok Sabha: 2005–2019; Rajya Sabha: 2020–present,,Lok Sabha: 2005–2019; Rajya Sabha: 2020–present,72,0.697,200402,139733,,4673,0.033,29,200402,139733,,,1
,,,,,,AZAD SINGH,AC_all_winning_cand.csv,HR2024AC30,Haryana,Haryana,Kharkhauda,,Pawan Kharkhoda,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,44,0.636,178307,113380,,5635,0.05,30,178307,113380,,,0
,,,,,,RAJ KUMAR MADAAN,AC_all_winning_cand.csv,HR2024AC31,Haryana,Haryana,Sonipat,,Nikhil Madaan,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,34,0.572,251688,144047,,29627,0.206,31,251688,144047,,,0
,,,,,,Satguru Dass Sharma,AC_all_winning_cand.csv,HR2024AC32,Haryana,Haryana,Gohana,,Arvind Kumar Sharma,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,61,0.663,196548,130348,,10429,0.08,32,196548,130348,,,0
,,,,,,DHUP SINGH,AC_all_winning_cand.csv,HR2024AC33,Haryana,Haryana,Baroda,,Induraj Singh Narwal,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,47,0.68,190792,129699,,5642,0.044,33,190792,129699,,,0
Dadri,,Charkhi Dadri,,46,,RAJPAL SINGH,AC_all_winning_cand.csv,HR2024AC34,Haryana,Haryana,Julana,,Vinesh,Indian National Congress,,"Contested Haryana Assembly Elections as BJP candidate, Member of various BJP campaign committees",,Cousin,,Babita Phogat,HR2024AC34,Cousin,,Haryana,,"Contested Haryana Assembly Elections as BJP candidate, Member of various BJP campaign committees",GEN,HR2024AC34,,2019-present (contested in 2019),,2019-present (contested in 2019),30,0.744,186417,138669,,6015,0.043,34,186417,138669,,,1
Narnaund (local governance),,Hisar,,47,,CHANDER BHAN,AC_all_winning_cand.csv,HR2024AC35,Haryana,Haryana,Safidon,,Ram Kumar Gautam,Bharatiya Janta Party,,Sarpanch and Block Committee Head,,Father,,Chander Bhan,HR2024AC35,Father,,Haryana,,Sarpanch and Block Committee Head,GEN,HR2024AC35,,Unknown,,Unknown,78,0.746,196474,146483,,4037,0.028,35,196474,146483,,,1
Jind,,Jind,,48,,HARI CHAND,AC_all_winning_cand.csv,HR2024AC36,Haryana,Haryana,Jind,,Dr Krishan Lal Middha,Bharatiya Janta Party,,Member of Haryana Legislative Assembly (MLA),,Father,,Hari Chand Middha,HR2024AC36,Father,,Haryana,,Member of Haryana Legislative Assembly (MLA),GEN,HR2024AC36,,2009-2018,,2009-2018,54,0.658,204590,134689,,15860,0.118,36,204590,134689,,,1
,,,,,,CHATUR BHUJ,AC_all_winning_cand.csv,HR2024AC37,Haryana,Haryana,Uchana Kalan,,Devender Chatar Bhuj Attri,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,44,0.755,219612,165819,,32,0,37,219612,165819,,,0
,,,,,,Munni Lal,AC_all_winning_cand.csv,HR2024AC38,Haryana,Haryana,Narwana,,Krishan Kumar,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,55,0.708,225118,159350,,11499,0.072,38,225118,159350,,,0
Tohana,,Fatehabad,,51,,HARPAL SINGH,AC_all_winning_cand.csv,HR2024AC39,Haryana,Haryana,Tohana,,Paramvir Singh,Indian National Congress,,"Member, Haryana Legislative Assembly (multiple terms); Contested and won Tohana Assembly seat several times since 1967; Held MLA seat under Indian National Congress and at times represented other parties",,Father,,Harpal Singh,HR2024AC39,Father,,Haryana,,"Member, Haryana Legislative Assembly (multiple terms); Contested and won Tohana Assembly seat several times since 1967; Held MLA seat under Indian National Congress and at times represented other parties",GEN,HR2024AC39,,"1967, 1972, 1982, 1985 (Bypoll), 1987, 1991",,"1967, 1972, 1982, 1985 (Bypoll), 1987, 1991",69,0.774,232333,179769,,10836,0.06,39,232333,179769,,,1
,,,,,,LAL CHAND,AC_all_winning_cand.csv,HR2024AC40,Haryana,Haryana,Fatehabad,,Balwan Singh Doulatpuria,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,56,0.749,259615,194558,,2252,0.012,40,259615,194558,,,0
,,,,,,HAKAM SINGH,AC_all_winning_cand.csv,HR2024AC41,Haryana,Haryana,Ratia,,Jarnail Singh,Indian National Congress,,,,,,,,,,,,,SC,,,,,,63,0.717,227890,163454,,21442,0.131,41,227890,163454,,,0
,,,,,,OM PARKASH,AC_all_winning_cand.csv,HR2024AC42,Haryana,Haryana,Kalanwali,,Shishpal Keharwala,Indian National Congress,,,,,,,,,,,,,SC,,,,,,45,0.757,184664,139731,,22959,0.164,42,184664,139731,,,0
Various,,Various,,55,,JAGDISH CHANDER,AC_all_winning_cand.csv,HR2024AC43,Haryana,Haryana,Dabwali,,Aditya Devilal,Indian National Lok Dal,,"Deputy Prime Minister of India, Chief Minister of Haryana, Member of Lok Sabha/Rajya Sabha/Legislative Assembly",,Grandfather,,Devi Lal,HR2024AC43,Grandfather,,Haryana,,"Deputy Prime Minister of India, Chief Minister of Haryana, Member of Lok Sabha/Rajya Sabha/Legislative Assembly",GEN,HR2024AC43,,"1977-1979, 1987-1989 (CM); 1989-1991 (Deputy PM); Multiple terms as MP/MLA",,"1977-1979, 1987-1989 (CM); 1989-1991 (Deputy PM); Multiple terms as MP/MLA",47,0.779,207968,162077,,610,0.004,43,207968,162077,,,1
Ellenabad,,Sirsa,,63,,ABHAY SINGH CHAUTALA,AC_all_winning_cand.csv,HR2024AC44,Haryana,Haryana,Rania,,Arjun Chautala,Indian National Lok Dal,,"Member of Legislative Assembly (Ellenabad); Leader of the Opposition, Haryana Vidhan Sabha",,Father,,Abhay Singh Chautala,HR2024AC44,Father,,Haryana,,"Member of Legislative Assembly (Ellenabad); Leader of the Opposition, Haryana Vidhan Sabha",GEN,HR2024AC44,,"Multiple terms, including 2014-2019 (as Leader of Opposition)",,"Multiple terms, including 2014-2019 (as Leader of Opposition)",32,0.758,189568,143745,,4191,0.029,44,189568,143745,,,1
Sirsa,,Sirsa,,74,,RAHUL,AC_all_winning_cand.csv,HR2024AC45,Haryana,Haryana,Sirsa,,Gokul Setia,Indian National Congress,,"Five-time MLA, Minister",,Maternal Grandfather,,Laxman Das Arora,HR2024AC45,Maternal Grandfather,,Haryana,,"Five-time MLA, Minister",GEN,HR2024AC45,,"Multiple terms (dates not specified, up to 2009)",,"Multiple terms (dates not specified, up to 2009)",35,0.676,232201,156916,,7234,0.046,45,232201,156916,,,1
Ellenabad,,Sirsa,,76,,BUDH RAM,AC_all_winning_cand.csv,HR2024AC46,Haryana,Haryana,Ellenabad,,Bharat Singh Beniwal,Indian National Congress,,Contested as BJP candidate from Ellenabad in 2019 and Congress candidate from Ellenabad in 2021 bypoll; prominent local Congress leader,,Cousin,,Pawan Beniwal,HR2024AC46,Cousin,,Haryana,,Contested as BJP candidate from Ellenabad in 2019 and Congress candidate from Ellenabad in 2021 bypoll; prominent local Congress leader,GEN,HR2024AC46,,2019 (BJP); 2021 bypoll (Congress),,2019 (BJP); 2021 bypoll (Congress),67,0.806,195865,157909,,15000,0.095,46,195865,157909,,,1
,,,,,,ARJUN LAL,AC_all_winning_cand.csv,HR2024AC47,Haryana,Haryana,Adampur,,Chander Parkash S/o Arjun Lal,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,66,0.756,179028,135307,,1268,0.009,47,179028,135307,,,0
,,,,,,RAM KUMAR,AC_all_winning_cand.csv,HR2024AC48,Haryana,Haryana,Uklana,,Naresh Selwal,Indian National Congress,,,,,,,,,,,,,SC,,,,,,50,0.665,216678,144088,,28092,0.195,48,216678,144088,,,0
,,,,,,SATVIR,AC_all_winning_cand.csv,HR2024AC49,Haryana,Haryana,Narnaund,,Jassi Petwar,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,34,0.761,216253,164530,,12578,0.076,49,216253,164530,,,0
Lohari Ragho,,Hisar,,81,,MAHESH CHANDER,AC_all_winning_cand.csv,HR2024AC50,Haryana,Haryana,Hansi,,Vinod Bhayana,Bharatiya Janta Party,,Sarpanch of Lohari Ragho (multiple terms),,Father,,Mahesh Chander Bhayana,HR2024AC50,Father,,Haryana,,Sarpanch of Lohari Ragho (multiple terms),GEN,HR2024AC50,,"Specific years not aggregated, multiple terms before 2009",,"Specific years not aggregated, multiple terms before 2009",66,0.694,204437,141911,,21460,0.151,50,204437,141911,,,1
,,,,,,RAJA RAM,AC_all_winning_cand.csv,HR2024AC51,Haryana,Haryana,Barwala,,Ranbir Gangwa,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,60,0.736,189744,139657,,26942,0.193,51,189744,139657,,,0
,,,,,,OM PARKASH JINDAL,AC_all_winning_cand.csv,HR2024AC52,Haryana,Haryana,Hisar,,Savitri Jindal,Independent,,,,,,,,,,,,,GEN,,,,,,75,0.615,182291,112073,,18941,0.169,52,182291,112073,,,0
,,,,,,MAAN SINGH,AC_all_winning_cand.csv,HR2024AC53,Haryana,Haryana,Nalwa,,Randhir Panihar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,59,0.713,180910,129039,,12144,0.094,53,180910,129039,,,0
,,,,,,BHARAT SINGH,AC_all_winning_cand.csv,HR2024AC54,Haryana,Haryana,Loharu,,Rajbir Fartia,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,54,0.822,201894,165856,,792,0.005,54,201894,165856,,,0
,,,,,,SUBE SINGH,AC_all_winning_cand.csv,HR2024AC55,Haryana,Haryana,Badhra,,Umed Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,52,0.676,212279,143525,,7585,0.053,55,212279,143525,,,0
,,,,,,SATYAPAL SANGWAN,AC_all_winning_cand.csv,HR2024AC56,Haryana,Haryana,Dadri,,Sunil Satpal Sangwan,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,50,0.681,208351,141872,,1957,0.014,56,208351,141872,,,0
,,,,,,RAM BHAGAT,AC_all_winning_cand.csv,HR2024AC57,Haryana,Haryana,Bhiwani,,Ghanshyam Saraf,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,60,0.607,238524,144790,,32714,0.226,57,238524,144790,,,0
Bhiwani (MP),,Bhiwani,,87,,ARUNABH CHOWDHURY,AC_all_winning_cand.csv,HR2024AC58,Haryana,Haryana,Tosham,,Shruti Choudhry,Bharatiya Janta Party,,"Minister, Government of Haryana; Member of Parliament (Lok Sabha)",,Father,,Surender Singh,HR2024AC58,Father,,Haryana,,"Minister, Government of Haryana; Member of Parliament (Lok Sabha)",GEN,HR2024AC58,,Minister: Various; MP: 1986–1992,,Minister: Various; MP: 1986–1992,48,0.716,223608,160202,,14257,0.089,58,223608,160202,,,1
,,,,,,Mahabir Singh,AC_all_winning_cand.csv,HR2024AC59,Haryana,Haryana,Bawani Khera,,Kapoor Singh,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,45,0.701,218060,152845,,21779,0.142,59,218060,152845,,,0
,,,,,,ANAND SINGH DANGI,AC_all_winning_cand.csv,HR2024AC60,Haryana,Haryana,Meham,,Balram Dangi,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,47,0.737,202250,149142,,18060,0.121,60,202250,149142,,,0
"Rohtak (Lok Sabha), Kalanaur/Kiloi (Vidhan Sabha)",,Rohtak,,92,,RANBIR SINGH,AC_all_winning_cand.csv,HR2024AC61,Haryana,Haryana,Garhi Sampla-Kiloi,,Bhupinder Singh Hooda,Indian National Congress,,"Member of Lok Sabha (Rohtak), MLA (Kalanaur & Kiloi), Rajya Sabha MP, Minister in Punjab & Haryana, Member of Constituent Assembly of India",,Father,,Ranbir Singh Hooda,HR2024AC61,Father,,Punjab/Haryana,,"Member of Lok Sabha (Rohtak), MLA (Kalanaur & Kiloi), Rajya Sabha MP, Minister in Punjab & Haryana, Member of Constituent Assembly of India",GEN,HR2024AC61,,1946–1978 (various terms),,1946–1978 (various terms),77,0.664,224158,148935,,71465,0.48,61,224158,148935,,,1
,,,,,,SATRAM DASS BATRA,AC_all_winning_cand.csv,HR2024AC62,Haryana,Haryana,Rohtak,,Bharat Bhushan Batra,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,72,0.599,200515,120079,,1341,0.011,62,200515,120079,,,0
,,,,,,Attar Singh,AC_all_winning_cand.csv,HR2024AC63,Haryana,Haryana,Kalanaur,,Shakuntla Khatak,Indian National Congress,,,,,,,,,,,,,SC,,,,,,56,0.655,218030,142832,,12232,0.086,63,218030,142832,,,0
Bahadurgarh,,Jhajjar,,96,,BHOOP SINGH,AC_all_winning_cand.csv,HR2024AC64,Haryana,Haryana,Bahadurgarh,,Rajesh Joon,Independent,,Member of the Haryana Legislative Assembly,,Uncle,,Rajinder Singh Joon,HR2024AC64,Uncle,,Haryana,,Member of the Haryana Legislative Assembly,GEN,HR2024AC64,,2019-2024,,2019-2024,57,0.641,247136,158536,,41999,0.265,64,247136,158536,,,1
,,,,,,SAT NARAYAN,AC_all_winning_cand.csv,HR2024AC65,Haryana,Haryana,Badli,,Kuldeep Vats,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,49,0.693,190223,131889,,16820,0.128,65,190223,131889,,,0
,,,,,,Dalbir Singh Bhukkal,AC_all_winning_cand.csv,HR2024AC66,Haryana,Haryana,Jhajjar,,Geeta Bhukkal,Indian National Congress,,,,,,,,,,,,,SC,,,,,,56,0.636,193669,123192,,13555,0.11,66,193669,123192,,,0
,,,,,,DALIP SINGH,AC_all_winning_cand.csv,HR2024AC67,Haryana,Haryana,Beri,,Raghuvir Singh Kadian,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,80,0.637,186214,118677,,35470,0.299,67,186214,118677,,,0
Gurgaon (Lok Sabha); formerly Ahirwal region (MLA),,"Gurgaon, formerly Rewari",,99,,RAO INDERJIT SINGH,AC_all_winning_cand.csv,HR2024AC68,Haryana,Haryana,Ateli,,Arti Singh Rao,Bharatiya Janta Party,,"Union Minister of Culture (formerly Defence, Urban Development, and others); Member of Parliament (Lok Sabha); Former MLA, Haryana",,Father,,Rao Inderjit Singh,HR2024AC68,Father,,Haryana,,"Union Minister of Culture (formerly Defence, Urban Development, and others); Member of Parliament (Lok Sabha); Former MLA, Haryana",GEN,HR2024AC68,,"MLA (1977-84, 1991-2004), MP (2004-present); various Union Minister portfolios (2004-present)",,"MLA (1977-84, 1991-2004), MP (2004-present); various Union Minister portfolios (2004-present)",45,0.699,207318,144822,,3085,0.021,68,207318,144822,,,1
,,,,,,RAM PRASHAD,AC_all_winning_cand.csv,HR2024AC69,Haryana,Haryana,Mahendragarh,,Kanwar Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,64,0.722,214638,154980,,2648,0.017,69,214638,154980,,,0
,,,,,,SHADI LAL YADAV,AC_all_winning_cand.csv,HR2024AC70,Haryana,Haryana,Narnaul,,Om Prakash Yadav,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,68,0.668,158672,106041,,17171,0.162,70,158672,106041,,,0
Nangal Chaudhry,,Mahendragarh,,103,,MULA RAM,AC_all_winning_cand.csv,HR2024AC71,Haryana,Haryana,Nagal Chaudhry,,Manju Choudhary,Indian National Congress,,"Former MLA, Candidate (Jannayak Janta Party) for Nangal Chaudhry Assembly Constituency",,Husband,,Mula Ram,HR2024AC71,Husband,,Haryana,,"Former MLA, Candidate (Jannayak Janta Party) for Nangal Chaudhry Assembly Constituency",GEN,HR2024AC71,,2019,,2019,53,0.698,169127,118087,,6930,0.059,71,169127,118087,,,1
Hodal,,Palwal,,104,,Munni Lal,AC_all_winning_cand.csv,HR2024AC72,Haryana,Haryana,Bawal,,Dr. Krishan Kumar,Bharatiya Janta Party,,"MLA, Haryana Legislative Assembly",,Brother-in-law,,Harinder Singh,HR2024AC72,Brother-in-law,,Haryana,,"MLA, Haryana Legislative Assembly",SC,HR2024AC72,,2024-Present,,2024-Present,55,0.673,232610,156652,,20011,0.128,72,232610,156652,,,1
,,,,,,SHALU SINGH YADAV,AC_all_winning_cand.csv,HR2024AC73,Haryana,Haryana,Kosli,,Anil Yadav,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,47,0.695,255399,177396,,17209,0.097,73,255399,177396,,,0
,,,,,,SHER SINGH YADAV,AC_all_winning_cand.csv,HR2024AC74,Haryana,Haryana,Rewari,,Laxman Singh Yadav,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,63,0.654,255497,167002,,28769,0.172,74,255497,167002,,,0
,,,,,,Lt. Sh. PARKASH CHAND,AC_all_winning_cand.csv,HR2024AC75,Haryana,Haryana,Pataudi,,Bimla Chaudhary,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,57,0.61,257888,157225,,46530,0.296,75,257888,157225,,,0
"Sohna, Gurgaon (varied by term)",,Gurgaon,,108,,LATE SHRI MAHAVIR SINGH,AC_all_winning_cand.csv,HR2024AC76,Haryana,Haryana,Badshahpur,,Rao Narbir Singh,Bharatiya Janta Party,,"Cabinet Minister, State of Haryana; MLA (multiple terms)",,Father,,Mahavir Singh Yadav,HR2024AC76,Father,,Haryana,,"Cabinet Minister, State of Haryana; MLA (multiple terms)",GEN,HR2024AC76,,"1960s–1980s (exact years vary by source, but confirmed as MLA three times and Cabinet Minister)",,"1960s–1980s (exact years vary by source, but confirmed as MLA three times and Cabinet Minister)",63,0.538,521781,280482,,60705,0.216,76,521781,280482,,,1
Dhundahera Gram Panchayat,,Gurugram,,110,,LILU RAM,AC_all_winning_cand.csv,HR2024AC77,Haryana,Haryana,Gurgaon,,Mukesh Sharma,Bharatiya Janta Party,,"Sarpanch and Block Committee Member, Dhundahera Gram Panchayat",,Father,,Lilu Ram,HR2024AC77,Father,,Haryana,,"Sarpanch and Block Committee Member, Dhundahera Gram Panchayat",GEN,HR2024AC77,,Approx. 25 years,,Approx. 25 years,44,0.516,443572,229029,,68045,0.297,77,443572,229029,,,1
,,,,,,Gordhan,AC_all_winning_cand.csv,HR2024AC78,Haryana,Haryana,Sohna,,Tejpal Tanwar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,74,0.706,287454,202962,,11877,0.059,78,287454,202962,,,0
"Nuh (Punjab 1962, Haryana multiple terms), Taoru (Haryana)",,"Mewat (Nuh, Taoru)",,112,,KHURSHID AHMED,AC_all_winning_cand.csv,HR2024AC79,Haryana,Haryana,Nuh,,Aftab Ahmed,Indian National Congress,,"MLA (Punjab, Haryana), Cabinet Minister (Haryana), MP (Lok Sabha, Bypoll)",,Father,,Khurshid Ahmed,HR2024AC79,Father,,"Haryana, Punjab",,"MLA (Punjab, Haryana), Cabinet Minister (Haryana), MP (Lok Sabha, Bypoll)",GEN,HR2024AC79,,"MLA: 1962 (Punjab), 1968, 1977 (Taoru, Haryana), 1987, 1996 (Nuh, Haryana); Minister: thrice between 1968–1996; MP: after 1996",,"MLA: 1962 (Punjab), 1968, 1977 (Taoru, Haryana), 1987, 1996 (Nuh, Haryana); Minister: thrice between 1968–1996; MP: after 1996",58,0.742,208225,154587,,46963,0.304,79,208225,154587,,,1
,,,,,,MOHAMMAD HANIF,AC_all_winning_cand.csv,HR2024AC80,Haryana,Haryana,Ferozepur Jhirka,,Mamman Khan,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,57,0.73,247449,180727,,98441,0.545,80,247449,180727,,,0
