Age,Constituency Name,District Name,Family ID,Father/Husband Name,Winning Candidate,Name,Party,Pc Name,Political Role,Relation,State,State Name,Type,UID,UID (PC all relatives.csv),if dynasty,Year,Years Held,Electors,Margin,Margin %,No,Turnout,Votes,States
,,,,,Krishnapal Singh Rao,,Swatantra,Jalesar,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC431,,0,1962,,426279,23348,0.094,431,0.582,247891,Uttar Pradesh
,,,,,Julalsing Shankarrao Patil,,Indian National Congress,Jalgaon,,,Maharashtra,,GEN,MH1962PC251,,0,1962,,428293,70385,0.271,251,0.606,259480,Maharashtra
,,,,,Ramrao Narayanrao,,Indian National Congress,Jalna,,,Maharashtra,,GEN,MH1962PC268,,0,1962,,448036,16963,0.09,268,0.42,188364,Maharashtra
,,,,,Harish Chandra,,Indian National Congress,Jalore,,,Rajasthan,,GEN,RJ1962PC354,,0,1962,,444100,44985,0.258,354,0.392,174125,Rajasthan
,,,,,Nalini Ranjan Ghosh,,Indian National Congress,Jalpaiguri,,,West Bengal,,GEN,WB1962PC447,,0,1962,,521556,24593,0.091,447,0.52,270980,West Bengal
,,New Delhi,229,,Manubhai Mansukhlal Shah,Vidyaben Shah,Indian National Congress,Jamnagar,"President, New Delhi Municipal Council; Chairperson, Central Social Welfare Board",Spouse,Gujarat,Delhi,GEN,GJ1962PC112,GJ1962PC112,1,1962,1975-1977 (NDMC); 1976-1980 (CSWB),426809,74152,0.412,112,0.421,179812,Gujarat
,,,,,Udaikar Mishra,,Communist Party Of India,Jamshedpur,,,Bihar [1947 - 1999],,GEN,BR1962PC104,,0,1962,,435297,19805,0.109,104,0.418,181726,Bihar
,,,,,Nayantara Das,,Indian National Congress,Jamui,,,Bihar [1947 - 1999],,SC,BR1962PC85,,0,1962,,408420,45796,0.216,85,0.519,211878,Bihar
,,,,,Amarsingh,,Indian National Congress,Janjgir,,,Madhya Pradesh [1947 - 1999],,GEN,MP1962PC160,,0,1962,,443124,31271,0.202,160,0.349,154613,Madhya Pradesh
,,,,,Brahmjeet,,Jan Sangh,Jaunpur,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC409,,0,1962,,413218,7937,0.032,409,0.604,249502,Uttar Pradesh
,,,,,Jamunadevi,,Indian National Congress,Jhabua,,,Madhya Pradesh [1947 - 1999],,ST,MP1962PC183,,0,1962,,420959,22384,0.133,183,0.4,168479,Madhya Pradesh
,,,,,Jagdev Singh,,Haryana Lok Samiti,Jhajjar,,,Punjab,,GEN,PB1962PC322,,0,1962,,505869,7662,0.021,322,0.712,360204,Punjab
,,,,,Brij Raj Singh,,Indian National Congress,Jhalawar,,,Rajasthan,,GEN,RJ1962PC348,,0,1962,,420382,86992,0.436,348,0.474,199386,Rajasthan
,,,237,,Shushila Nayar,Pyarelal Nayyar,Indian National Congress,Jhansi,"Personal Secretary to Mahatma Gandhi (significant public-political office, though not elected)",Brother,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC421,UP1962PC421,1,1962,Unknown,422940,11090,0.054,421,0.486,205656,Uttar Pradesh
,,,,,Subodh Hansda,,Indian National Congress,Jhargram,,,West Bengal,,ST,WB1962PC473,,0,1962,,472227,45359,0.208,473,0.461,217704,West Bengal
,,,,,Radheyshyam Ramkumar Morarka,,Indian National Congress,Jhunjhunu,,,Rajasthan,,GEN,RJ1962PC338,,0,1962,,457451,3460,0.012,338,0.614,280791,Rajasthan
,,,,,Laxmi Mal Singhavi,,Independent,Jodhpur,,,Rajasthan,,GEN,RJ1962PC356,,0,1962,,516529,1634,0.006,356,0.551,284810,Rajasthan
,,,,,Rajendra Nath Baruah,,Praja Socialist Party,Jorhat,,,Assam,,GEN,AS1962PC53,,0,1962,,404220,907,0.005,53,0.486,196268,Assam
,,,,,Paresh Nath Kayal,,Indian National Congress,Joynagar,,,West Bengal,,SC,WB1962PC458,,0,1962,,532232,18771,0.063,458,0.56,297962,West Bengal
,Unknown,Unknown,242,,Swaran Singh,Pratap Singh (also spelt as Partap Singh or Jamadar Pratap Singh),Indian National Congress,Jullundur,"Member, Punjab Legislative Council",Father,Punjab,Punjab,GEN,PB1962PC331,PB1962PC331,1,1962,"Undivided Punjab, pre-independence years (exact years not specified in primary sources)",458320,69081,0.23,331,0.656,300406,Punjab
,,,,,Chittaranjan Rugnath Raja,,Indian National Congress,Junagadh,,,Gujarat,,GEN,GJ1962PC113,,0,1962,,423066,67690,0.311,113,0.514,217574,Gujarat
,,,,,Prem Kishan Khanna,,Indian National Congress,Kaimganj,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC428,,0,1962,,427579,14487,0.059,428,0.571,243950,Uttar Pradesh
,,,,,Pravinsinh Natversinh Solanki,,Swatantra,Kaira,,,Gujarat,,GEN,GJ1962PC123,,0,1962,,436539,12613,0.044,123,0.651,283986,Gujarat
,,,,,Yashpal Singh,,Independent,Kairana,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC443,,0,1962,,443410,53435,0.181,443,0.665,294660,Uttar Pradesh
,,,,,Basant Kunwari,,Swatantra,Kaisarganj,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC390,,0,1962,,401792,41133,0.223,390,0.46,184607,Uttar Pradesh
,,,,,Dev Dutt,,Indian National Congress,Kaithal,,,Punjab,,GEN,PB1962PC320,,0,1962,,518275,19603,0.054,320,0.696,360791,Punjab
,,,,,Mosalikanti Thirumala Rao,,Indian National Congress,Kakinada,,,Andhra Pradesh,,GEN,AP1962PC08,,0,1962,,454089,18684,0.058,8,0.715,324570,Andhra Pradesh
,,,,,Pratap Kessari Deo,,Ganatantra Parishad,Kalahandi,,,Orissa,,GEN,OR1962PC301,,0,1962,,373402,40833,0.406,301,0.269,100468,Orissa
,Elected/Nominated (Rajya Sabha); Not applicable for ministerial post,Unknown,251,,Joachim Piedad Alva,Violet Alva,Indian National Congress,Kanara,"Member of Parliament, Rajya Sabha; Deputy Chairperson, Rajya Sabha; Union Deputy Minister for Home Affairs",Spouse,Mysore,Bombay/Undivided India (as per period in office),GEN,KA1962PC276,KA1962PC276,1,1962,1952–1969 (various terms),488300,19869,0.067,276,0.612,298758,Karnataka
,,,,,Hem Raj,,Indian National Congress,Kangra,,,Punjab,,GEN,PB1962PC316,,0,1962,,431812,29182,0.157,316,0.43,185733,Punjab
,,,,,S. M. Banerjee,,Independent,Kanpur,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC424,,0,1962,,484933,58105,0.214,424,0.561,271823,Uttar Pradesh
,Karad,Satara,255,,Dajisaheb Ramrao Chavan,Premala Chavan,Indian National Congress,Karad,"Member of Parliament, Lok Sabha",Spouse,Maharashtra,Maharashtra,GEN,MH1962PC241,MH1962PC241,1,1962,1973–1991,410517,146778,0.475,241,0.753,309241,Maharashtra
,Unknown,Cachar,257,,Nihar Ranjan Laskar,Nibaran Chandra Laskar,Indian National Congress,Karimganj,"Minister, Assam Government",Father,Assam,Assam,SC,AS1962PC45,AS1962PC45,1,1962,Unknown (active in late 1940s and 1950s),397814,50525,0.219,45,0.581,231153,Assam
,,,,,Juvvadi Ramapathi Rao,,Indian National Congress,Karimnagar,,,Andhra Pradesh,,GEN,AP1962PC37,,0,1962,,437969,67403,0.271,37,0.567,248500,Andhra Pradesh
,,,,,Rameshwaranand,,Jan Sangh,Karnal,,,Punjab,,GEN,PB1962PC319,,0,1962,,477020,12710,0.039,319,0.687,327861,Punjab
,Karol Bagh,Delhi,260,,Nawal Prabhakar,Sundarwati Nawal Prabhakar,Indian National Congress,Karol Bagh,Member of Parliament (Lok Sabha),Spouse,Delhi,Delhi,SC,DL1962PC485,DL1962PC485,1,1962,1984–1989,308688,55528,0.253,485,0.711,219479,Delhi
,Unknown,Unknown,261,,R. Ramanathan Chettiar,S. Rm. M. Ramaswami Chettiar,Indian National Congress,Karur,Member of Madras Legislative Council,Father,Madras,Madras,GEN,TN1962PC211,TN1962PC211,1,1962,1909–1912,461862,39156,0.132,211,0.642,296273,Tamil Nadu
,"Chirayinkeezhu (Lok Sabha), Ambalappuzha (Kerala Assembly)","Thiruvananthapuram (LS), Alappuzha (Assembly)",265,,A. K. Gopalan,Susheela Gopalan,Communist Party Of India,Kasergod,"Member of Parliament (Lok Sabha), Minister for Industries and Social Welfare, Government of Kerala",Spouse,Kerala,Kerala,GEN,KL1962PC131,KL1962PC131,1,1962,"Elected MP: 1980, 1984, 1989, 1996; State Minister: 1996–2001",460358,83363,0.27,131,0.67,308449,Kerala
,,,,,Priya Gupta,,Praja Socialist Party,Katihar,,,Bihar [1947 - 1999],,GEN,BR1962PC78,,0,1962,,451056,17537,0.092,78,0.423,190900,Bihar
,,,,,Saradish Roy,,Communist Party Of India,Katwa,,,West Bengal,,GEN,WB1962PC480,,0,1962,,519362,35266,0.127,480,0.534,277329,West Bengal
,,,,,Bezwada Gopala Reddy,,Indian National Congress,Kavali,,,Andhra Pradesh,,GEN,AP1962PC19,,0,1962,,478746,27963,0.085,19,0.69,330499,Andhra Pradesh
,,,,,Surendranath Dwivedy,,Praja Socialist Party,Kendrapara,,,Orissa,,GEN,OR1962PC312,,0,1962,,489055,66,0,312,0.425,207852,Orissa
,,,,,Laxmi Narayan Bhanja Deo,,Indian National Congress,Keonjhar,,,Orissa,,GEN,OR1962PC305,,0,1962,,370850,10282,0.156,305,0.178,65978,Orissa
,,,,,Bhishma Prasad Yadava,,Indian National Congress,Kesaria,,,Bihar [1947 - 1999],,GEN,BR1962PC63,,0,1962,,389402,49538,0.29,63,0.439,171090,Bihar
,,,,,Jiyalal Mandal,,Indian National Congress,Khagaria,,,Bihar [1947 - 1999],,GEN,BR1962PC86,,0,1962,,431546,61069,0.264,86,0.537,231667,Bihar
,,,,,Ram Sahai,,Indian National Congress,Khajuraho,,,Madhya Pradesh [1947 - 1999],,GEN,MP1962PC154,,0,1962,,469766,16630,0.082,154,0.433,203615,Madhya Pradesh
,,,,,Laxman Shrawan Bhatkar,,Indian National Congress,Khamgaon,,,Maharashtra,,SC,MH1962PC253,,0,1962,,447158,70423,0.243,253,0.649,290264,Maharashtra
,,,,,T. Lakshikantamma,,Indian National Congress,Khammam,,,Andhra Pradesh,,GEN,AP1962PC41,,0,1962,,450611,12060,0.036,41,0.753,339103,Andhra Pradesh
,,,,,Maheshdutta,,Indian National Congress,Khandwa,,,Madhya Pradesh [1947 - 1999],,GEN,MP1962PC181,,0,1962,,449704,49136,0.203,181,0.538,242140,Madhya Pradesh
,,,,,Ramchandra Bade,,Jan Sangh,Khargone,,,Madhya Pradesh [1947 - 1999],,GEN,MP1962PC182,,0,1962,,456670,35914,0.168,182,0.467,213414,Madhya Pradesh
,,,,,Raghunath Keshab Khadilkar,,Indian National Congress,Khed,,,Maharashtra,,GEN,MH1962PC235,,0,1962,,414923,70541,0.302,235,0.564,233866,Maharashtra
,Kheri,Lakhimpur Kheri,280,,Balgovind,Usha Verma,Indian National Congress,Kheri,Member of Parliament (Lok Sabha),Spouse,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1962PC373,UP1962PC373,1,1962,"1980 (by-poll), 1984, 1989",432335,36979,0.198,373,0.431,186441,Uttar Pradesh
,,,,,Kanhaiya Lal Balmiki,,Indian National Congress,Khurja,,,Uttar Pradesh [1947 - 1999],,SC,UP1962PC437,,0,1962,,432774,28300,0.121,437,0.542,234574,Uttar Pradesh
,,,,,Mohammad Tahir,,Indian National Congress,Kishanganj,,,Bihar [1947 - 1999],,GEN,BR1962PC76,,0,1962,,486140,14555,0.075,76,0.397,193111,Bihar
,,,,,S. C. Balakrishnan,,Indian National Congress,Koilpatti,,,Madras,,SC,TN1962PC221,,0,1962,,454673,56332,0.175,221,0.71,322810,Tamil Nadu
,,,,,Bhaskar Narayan Dighe,,Indian National Congress,Kolaba,,,Maharashtra,,GEN,MH1962PC232,,0,1962,,368288,29042,0.135,232,0.585,215326,Maharashtra
,,,,,Doddathimmaiah,,Indian National Congress,Kolar,,,Mysore,,SC,KA1962PC290,,0,1962,,422809,30059,0.118,290,0.601,253983,Karnataka
,,,,,Vishwanath Tukaram Patil,,Indian National Congress,Kolhapur,,,Maharashtra,,GEN,MH1962PC238,,0,1962,,391727,63669,0.26,238,0.624,244437,Maharashtra
,,,,,Annasaheb Pandurang Shinde,,Indian National Congress,Kopargaon,,,Maharashtra,,GEN,MH1962PC246,,0,1962,,394458,66530,0.278,246,0.606,239155,Maharashtra
,,,,,Shivamurthy Swami Siddappayya Swamy,,Lok Sewak Sangh,Koppal,,,Mysore,,GEN,KA1962PC280,,0,1962,,459762,4281,0.016,280,0.57,261846,Karnataka
,Unknown,Unknown,292,,Ulaka Ramachandra,Ratnamani Ulaka,Indian National Congress,Koraput,"State Vice President, Odisha Mahila Congress (women’s wing of Indian National Congress)",Spouse,Orissa,Odisha,ST,OR1962PC297,OR1962PC297,1,1962,Unknown,461502,26249,0.467,297,0.122,56155,Orissa
,,,,,Unkar Lal,,Jan Sangh,Kotah,,,Rajasthan,,SC,RJ1962PC347,,0,1962,,469930,13705,0.065,347,0.449,211026,Rajasthan
,,,,,Mathew Maniyangadan,,Indian National Congress,Kottayam,,,Kerala,,GEN,KL1962PC142,,0,1962,,409662,65286,0.222,142,0.719,294598,Kerala
,,,,,C. H. Muhammed Koya,,Muslim League,Kozhikode,,,Kerala,,GEN,KL1962PC134,,0,1962,,434064,763,0.002,134,0.72,312672,Kerala
,,,,,K. Rajaram,,Dravida Munetra Kazhagam,Krishnagiri,,,Madras,,GEN,TN1962PC198,,0,1962,,473080,8601,0.032,198,0.573,270916,Tamil Nadu
,"N/A (positions appointed or nominated, not elected)",Travancore; Madras Presidency,297,,C. R. Pattabiraman,C. P. Ramaswami Iyer,Indian National Congress,Kumbakonam,Dewan of Travancore; Member of Indian Legislative Assembly (Imperial Legislative Council and Central Legislative Assembly of British India); Advocate-General of Madras Presidency,Father,Madras,Travancore (now in Kerala and Tamil Nadu); Madras Presidency,GEN,TN1962PC215,TN1962PC215,1,1962,1936–1947 (Dewan); multiple terms (Legislative roles and Advocate-General),451280,10899,0.032,215,0.752,339435,Tamil Nadu
,,,,,Yasoda Reddy,,Indian National Congress,Kurnool,,,Andhra Pradesh,,GEN,AP1962PC28,,0,1962,,463818,36914,0.124,28,0.642,297743,Andhra Pradesh
,,,,,M. K. S. Himatsinhji Vijarajji,,Swatantra,Kutch,,,Gujarat,,GEN,GJ1962PC109,,0,1962,,408740,61758,0.252,109,0.6,245400,Gujarat
,,,,,Vishram Prasad,,Praja Socialist Party,Lalganj,,,Uttar Pradesh [1947 - 1999],,SC,UP1962PC404,,0,1962,,437040,20547,0.098,404,0.482,210731,Uttar Pradesh
,,,,,Tulsiram Dashrath,,Indian National Congress,Latur,,,Maharashtra,,SC,MH1962PC264,,0,1962,,455257,61391,0.249,264,0.542,246511,Maharashtra
,,,,,David Munzni,,Swatantra,Lohardaga,,,Bihar [1947 - 1999],,ST,BR1962PC107,,0,1962,,368021,16370,0.117,107,0.38,139811,Bihar
,,,,,B. K. Dhaon,,Indian National Congress,Lucknow,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC380,,0,1962,,407726,30017,0.126,380,0.585,238485,Uttar Pradesh
,,,,,Kapur Singh,,Akali Dal,Ludhiana,,,Punjab,,GEN,PB1962PC329,,0,1962,,480460,1870,0.006,329,0.683,328096,Punjab
,,,,,Ganpat Ram,,Indian National Congress,Machhlishahr,,,Uttar Pradesh [1947 - 1999],,SC,UP1962PC410,,0,1962,,429365,21928,0.089,410,0.574,246531,Uttar Pradesh
,,,,,Yogendra Jha,,Praja Socialist Party,Madhubani,,,Bihar [1947 - 1999],,GEN,BR1962PC70,,0,1962,,427660,1912,0.009,70,0.487,208348,Bihar
,,,,,P. Srinivasan,,Indian National Congress,Madras North,,,Madras,,GEN,TN1962PC185,,0,1962,,452645,8849,0.027,185,0.737,333737,Tamil Nadu
,,,,,K. Manoharan,,Dravida Munetra Kazhagam,Madras South,,,Madras,,GEN,TN1962PC186,,0,1962,,486728,62146,0.178,186,0.716,348526,Tamil Nadu
,Unknown,Unknown,309,,N. M. R. Subbaraman,Parvatavardhani,Indian National Congress,Madurai,Imprisoned for five years for participating in the Indian independence movement and Satyagraha Movements alongside N. M. R. Subbaraman,Spouse,Madras,Madras,GEN,TN1962PC208,TN1962PC208,1,1962,circa 1930s-1940s,487321,17188,0.047,208,0.748,364659,Tamil Nadu
,,,,,Krishnakanta Singh,,Indian National Congress,Maharajganj,,,Bihar [1947 - 1999],,GEN,BR1962PC62,,0,1962,,401654,13527,0.079,62,0.426,170942,Bihar
,,,,,Mahadeo Prasad,,Indian National Congress,Maharajganj,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC399,,0,1962,,400205,24371,0.129,399,0.471,188631,Uttar Pradesh
,Raipur,Raipur,312,,Vidya Charan Shukla,Ravi Shankar Shukla,Indian National Congress,Mahasamund,Chief Minister of Madhya Pradesh,Father,Madhya Pradesh [1947 - 1999],Madhya Pradesh,GEN,MP1962PC163,MP1962PC163,1,1962,1956-1957,470198,2792,0.017,163,0.356,167272,Madhya Pradesh
,Mandi,Mandi,315,,Virbhadra Singh,Pratibha Singh,Indian National Congress,Mahasu,Member of Parliament (Lok Sabha) from Mandi,Spouse,Himachal Pradesh,Himachal Pradesh,GEN,HP1962PC489,HP1962PC489,1,1962,"2004-2009, 2013-2014, 2021-present",160883,34254,0.519,489,0.41,66021,Himachal Pradesh
,,,,,Etikala Madhusudhan Rao,,Indian National Congress,Mahbubabad,,,Andhra Pradesh,,GEN,AP1962PC40,,0,1962,,426441,13576,0.047,40,0.677,288681,Andhra Pradesh
,,,,,J.B. Mutyal Rao,,Indian National Congress,Mahbubnagar,,,Andhra Pradesh,,SC,AP1962PC30,,0,1962,,413872,66320,0.336,30,0.476,197179,Andhra Pradesh
,,,,,Yudhvir Singh,,Jan Sangh,Mahendragarh,,,Punjab,,GEN,PB1962PC324,,0,1962,,527828,11259,0.035,324,0.61,321990,Punjab
,,,,,Chandramani Lal Choudhary,,Indian National Congress,Mahua,,,Bihar [1947 - 1999],,SC,BR1962PC65,,0,1962,,447690,9962,0.045,65,0.496,221987,Bihar
,,,,,Badshah Gupta,,Indian National Congress,Mainpuri,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC429,,0,1962,,424099,804,0.003,429,0.586,248294,Uttar Pradesh
,,,,,Renuka Ray,,Indian National Congress,Malda,,,West Bengal,,GEN,WB1962PC451,,0,1962,,463938,35821,0.147,451,0.525,243644,West Bengal
,,,,,Madhaorao Laxmanrao Jadhao,,Indian National Congress,Malegaon,,,Maharashtra,,GEN,MH1962PC248,,0,1962,,462305,87086,0.282,248,0.668,308634,Maharashtra
,Suket (princely state),Sundar Nagar,323,,Lalit Sen,Raja Lakshman Sen Bahadur,Indian National Congress,Mandi,"Last ruling king of Suket, nominal head of princely state (pre-independence)",Father,Himachal Pradesh,Himachal Pradesh,GEN,HP1962PC488,HP1962PC488,1,1962,Until 1948 (Suket accession),193127,26256,0.342,488,0.398,76787,Himachal Pradesh
,,,,,Mangru Ganu Uike,,Indian National Congress,Mandla,,,Madhya Pradesh [1947 - 1999],,ST,MP1962PC169,,0,1962,,411583,20827,0.17,169,0.298,122654,Madhya Pradesh
,,,,,Umashanker,,Jan Sangh,Mandsaur,,,Madhya Pradesh [1947 - 1999],,GEN,MP1962PC184,,0,1962,,419484,10855,0.045,184,0.573,240294,Madhya Pradesh
,,,,,Chhaganbhai Madaribhai Kedaria,,Indian National Congress,Mandvi,,,Gujarat,,ST,GJ1962PC128,,0,1962,,462461,61531,0.23,128,0.578,267275,Gujarat
,Elected by Legislative Assembly members,Mandya,327,,M. K. Shivananjappa,Leelamma Shivananjappa,Indian National Congress,Mandya,"Member, Karnataka Legislative Council",Spouse,Mysore,Karnataka,GEN,KA1962PC293,KA1962PC293,1,1962,1968-1974,452406,74323,0.242,293,0.678,306657,Karnataka
,,,,,A. Shankara Alva,,Indian National Congress,Mangalore,,,Mysore,,GEN,KA1962PC285,,0,1962,,449154,33756,0.117,285,0.645,289533,Karnataka
,Unknown,Madras Presidency,329,,Muhammad Ismail Sahib,K.T.M. Ahmed Ibrahim Sahib,Muslim League,Manjeri,"Leader, All-India Muslim League (Madras Presidency unit)",Brother,Kerala,Madras (now Tamil Nadu),GEN,KL1962PC135,KL1962PC135,1,1962,1930s-1940s,431863,4328,0.017,135,0.574,247891,Kerala
,Unknown,Unknown,330,,Gujjula Yellamanda Reddy,Gujjula Sarala Devi,Communist Party Of India,Markapur,"Prominent leader of National Federation of Indian Women, associated with CPI, participated in political activities though did not formally contest elections.",Spouse,Andhra Pradesh,Andhra Pradesh,GEN,AP1962PC18,AP1962PC18,1,1962,Unknown,474652,26827,0.086,18,0.654,310167,Andhra Pradesh
,,,,,Muzaffar,,Republican Party,Marodabad,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC366,,0,1962,,410817,12033,0.048,366,0.61,250736,Uttar Pradesh
,,,,,Mandali Venkataswamy,,Independent,Masulipatnam,,,Andhra Pradesh,,GEN,AP1962PC14,,0,1962,,475481,4212,0.012,14,0.749,356309,Andhra Pradesh
,,,,,Chaudhari Digamber Singh,,Indian National Congress,Mathura,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC434,,0,1962,,458887,26884,0.108,434,0.543,249016,Uttar Pradesh
,,,,,Purnendu Sekhar Naskar,,Indian National Congress,Mathurapur,,,West Bengal,,SC,WB1962PC459,,0,1962,,526343,7266,0.022,459,0.64,336667,West Bengal
,,,,,Achuthan,,Indian National Congress,Mavilekara,,,Kerala,,SC,KL1962PC145,,0,1962,,422829,7288,0.024,145,0.727,307516,Kerala
,,,,,Maragatham,,Indian National Congress,Mayuram,,,Madras,,SC,TN1962PC216,,0,1962,,449027,43271,0.128,216,0.753,338225,Tamil Nadu
,,,,,Maheswar Naik,,Indian National Congress,Mayurbhanj,,,Orissa,,ST,OR1962PC315,,0,1962,,438667,7279,0.093,315,0.178,77946,Orissa
,,,,,P. Hanumantha Rao,,Indian National Congress,Medak,,,Andhra Pradesh,,GEN,AP1962PC34,,0,1962,,414481,19132,0.095,34,0.488,202286,Andhra Pradesh
,,,,,Mansinh Prithviraj Patel,,Indian National Congress,Mehsana,,,Gujarat,,GEN,GJ1962PC118,,0,1962,,446979,6938,0.022,118,0.699,312287,Gujarat
,,,,,P. Maruthaiah,,Indian National Congress,Melur,,,Madras,,SC,TN1962PC209,,0,1962,,421613,12919,0.042,209,0.737,310541,Tamil Nadu
,,,,,Shah Nawaz Khan,,Indian National Congress,Merut,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC440,,0,1962,,416209,45155,0.172,440,0.629,261771,Uttar Pradesh
,,,,,Gobinda Kumar Singhu,,Indian National Congress,Midnapur,,,West Bengal,,GEN,WB1962PC472,,0,1962,,504481,37419,0.136,472,0.545,274849,West Bengal
,,,,,Vijayhsinhrao Ramrao Dafle,,Indian National Congress,Miraj,,,Maharashtra,,GEN,MH1962PC240,,0,1962,,457931,145642,0.466,240,0.683,312552,Maharashtra
,,,,,Laxmi Dass,,Communist Party Of India,Miryalguda,,,Andhra Pradesh,,SC,AP1962PC43,,0,1962,,453828,26565,0.092,43,0.635,288144,Andhra Pradesh
,,,,,Shyamdhar Misra,,Indian National Congress,Mirzapur,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC414,,0,1962,,410119,15855,0.066,414,0.587,240773,Uttar Pradesh
,,,,,Gokaran,,Jan Sangh,Misrikh,,,Uttar Pradesh [1947 - 1999],,SC,UP1962PC374,,0,1962,,460807,8917,0.042,374,0.461,212484,Uttar Pradesh
,,,,,Buta Singh,,Akali Dal,Moga,,,Punjab,,SC,PB1962PC328,,0,1962,,459407,30457,0.094,328,0.703,323060,Punjab
,,,,,Ganga Devi,,Indian National Congress,Mohanlalganj,,,Uttar Pradesh [1947 - 1999],,SC,UP1962PC379,,0,1962,,413539,44210,0.231,379,0.462,191060,Uttar Pradesh
,,,,,Banarsi Prasad Sinha,,Indian National Congress,Monghyr,,,Bihar [1947 - 1999],,GEN,BR1962PC84,,0,1962,,374823,49901,0.248,84,0.537,201355,Bihar
,,,,,Bibhuti Mishra,,Indian National Congress,Motihari,,,Bihar [1947 - 1999],,SC,BR1962PC57,,0,1962,,379579,58992,0.323,57,0.481,182534,Bihar
,,,,,Govinda Menon Panampilli,,Indian National Congress,Mukundapuram,,,Kerala,,GEN,KL1962PC139,,0,1962,,457338,38451,0.105,139,0.804,367449,Kerala
,,,,,Syed Badrudduja,,Independent,Murshidabad,,,West Bengal,,GEN,WB1962PC452,,0,1962,,486451,19836,0.088,452,0.466,226548,West Bengal
,,,,,Kunwar Rananjai Singh,,Indian National Congress,Musafirkhana,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC384,,0,1962,,395994,50194,0.297,384,0.427,168885,Uttar Pradesh
,,,,,Cherian,,Indian National Congress,Muvattupuzha,,,Kerala,,GEN,KL1962PC141,,0,1962,,467654,24648,0.083,141,0.633,296137,Kerala
,,,,,Sumat Prasad,,Indian National Congress,Muzaffarnagar,,,Uttar Pradesh [1947 - 1999],,GEN,UP1962PC442,,0,1962,,403385,17721,0.077,442,0.573,231177,Uttar Pradesh
,,,,,Digvijoy Narain Singh,,Indian National Congress,Muzaffarpur,,,Bihar [1947 - 1999],,GEN,BR1962PC66,,0,1962,,464546,50000,0.222,66,0.484,224877,Bihar
,,,,,M. Shankaraiya,,Indian National Congress,Mysore,,,Mysore,,GEN,KA1962PC295,,0,1962,,433122,57906,0.241,295,0.555,240484,Karnataka
,,,,,Gopalsamy Thenkondar,,Indian National Congress,Nagapattinam,,,Madras,,GEN,TN1962PC217,,0,1962,,448355,32417,0.09,217,0.807,361753,Tamil Nadu
,,,,,Surendra Kumar Dey,,Indian National Congress,Nagaur,,,Rajasthan,,GEN,RJ1962PC359,,0,1962,,530673,30884,0.108,359,0.54,286508,Rajasthan
,,,,,A. Nesamony,,Indian National Congress,Nagercoil,,,Madras,,GEN,TN1962PC225,,0,1962,,430947,75621,0.263,225,0.666,287092,Tamil Nadu
,,,,,Madhao Shrihari Aney,,Independent,Nagpur,,,Maharashtra,,GEN,MH1962PC257,,0,1962,,490679,46868,0.139,257,0.687,337061,Maharashtra
,Kumaon (multiple constituencies as state and national representative),Nainital and others,366,,Krishna Chandra Pant Alias Raja,Govind Ballabh Pant,Indian National Congress,Naini Tal,"Chief Minister of Uttar Pradesh (1946–1954), Union Home Minister of India (1955–1961)",Father,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1962PC363,UP1962PC363,1,1962,1946–1961,445295,64643,0.265,363,0.548,244100,Uttar Pradesh
